Date,Consumer Sentiment,PCE Total,PCE Durables,PCE Nondurables,PCE Services,Real Disposable Income,Recession Flag,Sentiment_MoM,Spending_MoM,Sentiment_Z,Spending_Z,Divergence_Raw,Divergence_3m,Divergence_6m,High_Divergence_Flag,Event_Label
2021-01-01,79.0,15073.0,1863.2,3284.1,9925.7,18194.0,0,-0.0210656753407683,0.0169342868708677,-0.3659751581283958,1.2132355381662334,-1.5792106962946293,-0.5454581696269009,-0.1658803133018546,0,
2021-02-01,76.8,14983.5,1804.0,3235.4,9944.1,16697.3,0,-0.0278481012658228,-0.0059377695216612,-0.4872374063025031,-0.9092771752198138,0.4220397689173106,-0.2215885186811316,-0.0552268416166919,0,
2021-03-01,84.9,15709.7,2066.4,3450.2,10193.1,20520.0,0,0.1054687500000002,0.0484666466446424,1.8963199347762856,4.139419058978166,-2.24309912420188,-1.1334233505263995,-0.5237073120060382,1,
2021-04-01,88.3,15917.5,2107.7,3463.0,10346.9,17420.7,0,0.040047114252061,0.0132274963875822,0.7266536947489196,0.8692476696682445,-0.1425939749193249,-0.6545511100679647,-0.6000046398474328,1,
2021-05-01,82.9,15973.5,2034.1,3466.0,10473.4,16922.4,0,-0.061155152887882,0.0035181404114967,-1.0827305240116347,-0.0317745709363976,-1.050955953075237,-1.1455496840654806,-0.6835691013733062,1,
2021-06-01,85.5,16191.7,2018.7,3543.9,10629.1,16838.1,0,0.031363088057901,0.0136601245813379,0.5713929442235499,0.9093952989699802,-0.3380023547464302,-0.5105174275803308,-0.8219703890533651,1,
2021-07-01,81.2,16239.7,1958.7,3502.6,10778.5,16949.3,0,-0.0502923976608187,0.0029644818024048,-0.888516516405182,-0.0831537480643959,-0.8053627683407861,-0.7314403587208179,-0.6929957343943913,1,
2021-08-01,70.3,16412.9,1968.0,3561.4,10883.4,16917.1,0,-0.1342364532019705,0.0106652216481832,-2.3893430655267456,0.6314701556473078,-3.0208132211740533,-1.38805944808709,-1.2668045660762852,1,
2021-09-01,72.8,16489.6,1962.9,3581.0,10945.7,16728.5,0,0.0355618776671409,0.0046731534341888,0.6464626424779281,0.0754099245334153,0.5710527179445127,-1.0850410905234422,-0.7977792590518865,1,2022 Inflation Surge
2021-10-01,71.7,16704.2,2036.7,3635.7,11031.9,16733.5,0,-0.01510989010989,0.0130142635358045,-0.2594923281323371,0.8494597926604965,-1.1089521207928337,-1.1862375413407913,-0.9588389500308048,1,2022 Inflation Surge
2021-11-01,67.4,16849.8,2049.0,3684.7,11116.2,16686.4,0,-0.0599721059972105,0.008716370733109,-1.061578958591912,0.4506179938324979,-1.51219695242441,-0.6833654517575769,-1.0357124499223334,1,2022 Inflation Surge
2021-12-01,70.6,16891.0,2033.1,3683.1,11174.8,16610.8,0,0.0474777448071215,0.0024451328799155,0.8595051223080936,-0.131349007456416,0.9908541297645096,-0.5434316478175779,-0.81423636917051,1,2022 Inflation Surge
2022-01-01,67.2,16993.8,2099.8,3702.5,11191.5,16206.1,0,-0.0481586402266287,0.0060860813450949,-0.8503673015980905,0.2065287624082527,-1.0568960640063432,-0.5260796288887478,-0.8561585851147694,1,2022 Inflation Surge
2022-02-01,62.8,17106.0,2066.9,3740.0,11299.1,16207.6,0,-0.0654761904761905,0.0066024079370123,-1.1599858804568135,0.254443551389015,-1.4144294318458286,-0.493490455362554,-0.5884279535600655,1,2022 Inflation Surge
2022-03-01,59.4,17347.2,2084.5,3836.3,11426.5,16127.2,0,-0.054140127388535,0.0141003156787091,-0.9573096535960572,0.9502447610583578,-1.907554414654415,-1.459626636835529,-1.0015291423265535,1,2022 Inflation Surge
2022-04-01,65.2,17490.0,2118.0,3834.8,11537.2,16125.5,0,0.0976430976430977,0.0082318760376314,1.756405955808743,0.4056571851902432,1.3507487706185,-0.6570783586272478,-0.5915789937579978,1,2022 Inflation Surge
2022-05-01,58.4,17574.5,2062.6,3892.8,11619.1,16103.0,0,-0.1042944785276074,0.0048313321898227,-1.8540137889661217,0.0900888154061362,-1.9441026043722576,-0.8336360828027244,-0.6635632690826392,1,2022 Inflation Surge
2022-06-01,50.0,17755.2,2068.5,3965.6,11721.1,16062.9,0,-0.1438356164383561,0.0102819425872713,-2.5609654507170427,0.5959020954082633,-3.156867546125306,-1.2500737932930213,-1.3548502150642754,1,2022 Inflation Surge
